trip_id,start_node,start_state,start_district,destination_node,destination_state,destination_district,trip_type,cargo_type,vehicle_type,departure_time
T02325,N0022,Assam,Barpeta,N0067,Mizoram,Hnahthial,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-09-17T19:15:00Z
T02326,N0067,Mizoram,Hnahthial,N0091,Sikkim,Gangtok,Inter-state,Medicine,Medium Goods Vehicle,2026-07-04T04:45:00Z
T02327,N0111,Tripura,Dhalai,N0082,Nagaland,Mon,Inter-state,Essential Goods,Heavy Truck,2026-08-04T20:45:00Z
T02328,N0007,Arunachal Pradesh,West Kameng,N0094,Sikkim,Gangtok,Inter-state,Food Supplies,Medium Goods Vehicle,2026-02-06T14:15:00Z
T02329,N0097,Sikkim,Mangan,N0051,Meghalaya,East Garo Hills,Inter-state,Food Supplies,Truck,2026-02-25T01:30:00Z
T02330,N0050,Meghalaya,East Khasi Hills,N0047,Meghalaya,Eastern West Khasi Hills,Within-state,Construction Material,Medium Goods Vehicle,2026-11-15T18:15:00Z
T02331,N0007,Arunachal Pradesh,West Kameng,N0006,Arunachal Pradesh,East Kameng,Within-state,Food Supplies,Heavy Truck,2026-11-11T12:00:00Z
T02332,N0093,Sikkim,Gangtok,N0110,Tripura,Dhalai,Inter-state,Food Supplies,Truck,2026-11-08T15:15:00Z
T02333,N0097,Sikkim,Mangan,N0093,Sikkim,Gangtok,Within-state,Construction Material,Heavy Truck,2026-08-09T23:00:00Z
T02334,N0008,Arunachal Pradesh,Tawang,N0102,Sikkim,Gyalshing,Inter-state,Medicine,Heavy Truck,2026-12-20T11:15:00Z
T02335,N0072,Mizoram,Mamit,N0009,Arunachal Pradesh,Namsai,Inter-state,Food Supplies,Truck,2026-07-05T09:45:00Z
T02336,N0042,Manipur,Jiribam,N0028,Assam,Lakhimpur,Inter-state,Essential Goods,Medium Goods Vehicle,2026-01-09T02:00:00Z
T02337,N0015,Arunachal Pradesh,Tirap,N0030,Assam,Dibrugarh,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-04-26T01:30:00Z
T02338,N0001,Arunachal Pradesh,Tawang,N0096,Sikkim,Pakyong,Inter-state,Essential Goods,Heavy Truck,2026-04-07T21:45:00Z
T02339,N0009,Arunachal Pradesh,Namsai,N0040,Manipur,Noney,Inter-state,Food Supplies,Medium Goods Vehicle,2026-11-02T02:30:00Z
T02340,N0031,Manipur,Noney,N0010,Arunachal Pradesh,East Kameng,Inter-state,Construction Material,Heavy Truck,2026-08-19T21:45:00Z
T02341,N0023,Assam,Kamrup Metropolitan,N0004,Arunachal Pradesh,Upper Subansiri,Inter-state,Medicine,Heavy Truck,2026-09-20T10:45:00Z
T02342,N0046,Meghalaya,South Garo Hills,N0077,Nagaland,Zunheboto,Inter-state,Food Supplies,Heavy Truck,2026-09-02T10:45:00Z
T02343,N0020,Assam,Dhubri,N0054,Meghalaya,Ri-Bhoi,Inter-state,Essential Goods,Medium Goods Vehicle,2026-12-06T04:00:00Z
T02344,N0084,Nagaland,Chumoukedima,N0022,Assam,Barpeta,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-07-05T15:45:00Z
T02345,N0093,Sikkim,Gangtok,N0077,Nagaland,Zunheboto,Inter-state,Construction Material,Heavy Truck,2026-09-16T12:30:00Z
T02346,N0020,Assam,Dhubri,N0002,Arunachal Pradesh,Lower Subansiri,Inter-state,Essential Goods,Truck,2026-01-22T23:00:00Z
T02347,N0047,Meghalaya,Eastern West Khasi Hills,N0081,Nagaland,Chumoukedima,Inter-state,Medicine,Truck,2026-04-16T02:15:00Z
T02348,N0003,Arunachal Pradesh,Tawang,N0066,Mizoram,Aizawl,Inter-state,Construction Material,Heavy Truck,2026-07-13T08:45:00Z
T02349,N0012,Arunachal Pradesh,West Siang,N0082,Nagaland,Mon,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-12-17T15:45:00Z
T02350,N0023,Assam,Kamrup Metropolitan,N0047,Meghalaya,Eastern West Khasi Hills,Inter-state,Food Supplies,Truck,2026-04-11T04:45:00Z
T02351,N0103,Sikkim,Namchi,N0026,Assam,Kamrup,Inter-state,Agricultural Produce,Heavy Truck,2026-08-08T13:30:00Z
T02352,N0080,Nagaland,Longleng,N0058,Meghalaya,East Khasi Hills,Inter-state,Food Supplies,Heavy Truck,2026-08-18T20:15:00Z
T02353,N0046,Meghalaya,South Garo Hills,N0050,Meghalaya,East Khasi Hills,Within-state,Food Supplies,Truck,2026-12-12T13:30:00Z
T02354,N0107,Tripura,West Tripura,N0065,Mizoram,Saitual,Inter-state,Food Supplies,Heavy Truck,2026-11-09T00:00:00Z
T02355,N0115,Tripura,West Tripura,N0095,Sikkim,Gyalshing,Inter-state,Construction Material,Heavy Truck,2026-10-28T01:00:00Z
T02356,N0077,Nagaland,Zunheboto,N0052,Meghalaya,East Garo Hills,Inter-state,Medicine,Heavy Truck,2026-11-01T14:15:00Z
T02357,N0023,Assam,Kamrup Metropolitan,N0094,Sikkim,Gangtok,Inter-state,Construction Material,Truck,2026-03-14T11:15:00Z
T02358,N0027,Assam,Tinsukia,N0118,Tripura,Dhalai,Inter-state,Essential Goods,Heavy Truck,2026-03-06T03:30:00Z
T02359,N0102,Sikkim,Gyalshing,N0006,Arunachal Pradesh,East Kameng,Inter-state,Construction Material,Heavy Truck,2026-04-25T16:45:00Z
T02360,N0045,Manipur,Senapati,N0018,Assam,Darrang,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-03-02T07:45:00Z
T02361,N0011,Arunachal Pradesh,Namsai,N0101,Sikkim,Namchi,Inter-state,Medicine,Heavy Truck,2026-09-17T15:00:00Z
T02362,N0085,Nagaland,Phek,N0094,Sikkim,Gangtok,Inter-state,Medicine,Medium Goods Vehicle,2026-02-24T20:45:00Z
T02363,N0085,Nagaland,Phek,N0067,Mizoram,Hnahthial,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-03-03T18:15:00Z
T02364,N0068,Mizoram,Aizawl,N0112,Tripura,Unakoti,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-12-10T08:45:00Z
T02365,N0065,Mizoram,Saitual,N0106,Tripura,West Tripura,Inter-state,Construction Material,Heavy Truck,2026-12-06T09:30:00Z
T02366,N0092,Sikkim,Namchi,N0016,Assam,Darrang,Inter-state,Medicine,Medium Goods Vehicle,2026-10-02T05:45:00Z
T02367,N0101,Sikkim,Namchi,N0014,Arunachal Pradesh,Longding,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-03-11T19:15:00Z
T02368,N0045,Manipur,Senapati,N0086,Nagaland,Wokha,Inter-state,Food Supplies,Medium Goods Vehicle,2026-04-03T17:45:00Z
T02369,N0095,Sikkim,Gyalshing,N0109,Tripura,South Tripura,Inter-state,Food Supplies,Heavy Truck,2026-11-04T12:00:00Z
T02370,N0008,Arunachal Pradesh,Tawang,N0007,Arunachal Pradesh,West Kameng,Within-state,Agricultural Produce,Medium Goods Vehicle,2026-03-27T09:30:00Z
T02371,N0036,Manipur,Ukhrul,N0069,Mizoram,Mamit,Inter-state,Construction Material,Truck,2026-04-26T09:30:00Z
T02372,N0062,Mizoram,Hnahthial,N0115,Tripura,West Tripura,Inter-state,Construction Material,Heavy Truck,2026-01-05T01:00:00Z
T02373,N0027,Assam,Tinsukia,N0041,Manipur,Imphal East,Inter-state,Essential Goods,Truck,2026-12-23T16:15:00Z
T02374,N0021,Assam,Golaghat,N0115,Tripura,West Tripura,Inter-state,Construction Material,Medium Goods Vehicle,2026-05-07T13:15:00Z
T02375,N0028,Assam,Lakhimpur,N0065,Mizoram,Saitual,Inter-state,Medicine,Heavy Truck,2026-08-06T21:00:00Z
T02376,N0038,Manipur,Ukhrul,N0096,Sikkim,Pakyong,Inter-state,Medicine,Heavy Truck,2026-12-16T22:15:00Z
T02377,N0070,Mizoram,Hnahthial,N0067,Mizoram,Hnahthial,Within-state,Construction Material,Heavy Truck,2026-02-18T21:15:00Z
T02378,N0087,Nagaland,Kohima,N0057,Meghalaya,South West Khasi Hills,Inter-state,Food Supplies,Medium Goods Vehicle,2026-06-22T10:30:00Z
T02379,N0114,Tripura,Sepahijala,N0113,Tripura,Unakoti,Within-state,Construction Material,Truck,2026-09-20T19:30:00Z
T02380,N0026,Assam,Kamrup,N0087,Nagaland,Kohima,Inter-state,Food Supplies,Heavy Truck,2026-12-07T09:15:00Z
T02381,N0076,Nagaland,Kohima,N0068,Mizoram,Aizawl,Inter-state,Essential Goods,Truck,2026-05-17T13:45:00Z
T02382,N0061,Mizoram,Saitual,N0050,Meghalaya,East Khasi Hills,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-12-23T04:00:00Z
T02383,N0119,Tripura,West Tripura,N0047,Meghalaya,Eastern West Khasi Hills,Inter-state,Medicine,Truck,2026-04-06T04:45:00Z
T02384,N0033,Manipur,Jiribam,N0102,Sikkim,Gyalshing,Inter-state,Food Supplies,Truck,2026-07-19T05:15:00Z
T02385,N0070,Mizoram,Hnahthial,N0037,Manipur,Tamenglong,Inter-state,Food Supplies,Truck,2026-10-22T22:00:00Z
T02386,N0012,Arunachal Pradesh,West Siang,N0116,Tripura,Sepahijala,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-12-18T17:00:00Z
T02387,N0113,Tripura,Unakoti,N0033,Manipur,Jiribam,Inter-state,Food Supplies,Heavy Truck,2026-01-19T20:00:00Z
T02388,N0054,Meghalaya,Ri-Bhoi,N0113,Tripura,Unakoti,Inter-state,Food Supplies,Truck,2026-08-22T21:00:00Z
T02389,N0073,Mizoram,Champhai,N0054,Meghalaya,Ri-Bhoi,Inter-state,Food Supplies,Heavy Truck,2026-01-04T14:00:00Z
T02390,N0053,Meghalaya,South West Khasi Hills,N0114,Tripura,Sepahijala,Inter-state,Food Supplies,Truck,2026-12-11T20:00:00Z
T02391,N0110,Tripura,Dhalai,N0004,Arunachal Pradesh,Upper Subansiri,Inter-state,Essential Goods,Medium Goods Vehicle,2026-02-03T09:45:00Z
T02392,N0065,Mizoram,Saitual,N0017,Assam,Dhubri,Inter-state,Medicine,Medium Goods Vehicle,2026-07-23T22:30:00Z
T02393,N0005,Arunachal Pradesh,Upper Subansiri,N0083,Nagaland,Dimapur,Inter-state,Food Supplies,Heavy Truck,2026-05-22T17:45:00Z
T02394,N0016,Assam,Darrang,N0027,Assam,Tinsukia,Within-state,Construction Material,Heavy Truck,2026-10-28T06:30:00Z
T02395,N0094,Sikkim,Gangtok,N0100,Sikkim,Gyalshing,Within-state,Agricultural Produce,Medium Goods Vehicle,2026-03-21T08:15:00Z
T02396,N0065,Mizoram,Saitual,N0085,Nagaland,Phek,Inter-state,Essential Goods,Truck,2026-06-13T21:00:00Z
T02397,N0077,Nagaland,Zunheboto,N0043,Manipur,Noney,Inter-state,Medicine,Medium Goods Vehicle,2026-04-25T01:45:00Z
T02398,N0116,Tripura,Sepahijala,N0095,Sikkim,Gyalshing,Inter-state,Food Supplies,Medium Goods Vehicle,2026-02-06T11:30:00Z
T02399,N0084,Nagaland,Chumoukedima,N0031,Manipur,Noney,Inter-state,Medicine,Medium Goods Vehicle,2026-03-03T16:00:00Z
T02400,N0087,Nagaland,Kohima,N0111,Tripura,Dhalai,Inter-state,Construction Material,Medium Goods Vehicle,2026-08-08T04:30:00Z
T02401,N0095,Sikkim,Gyalshing,N0115,Tripura,West Tripura,Inter-state,Food Supplies,Heavy Truck,2026-06-21T14:00:00Z
T02402,N0060,Meghalaya,East Garo Hills,N0041,Manipur,Imphal East,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-07-19T16:45:00Z
T02403,N0036,Manipur,Ukhrul,N0068,Mizoram,Aizawl,Inter-state,Essential Goods,Medium Goods Vehicle,2026-09-04T21:45:00Z
T02404,N0071,Mizoram,Champhai,N0037,Manipur,Tamenglong,Inter-state,Agricultural Produce,Truck,2026-02-27T23:15:00Z
T02405,N0048,Meghalaya,West Garo Hills,N0001,Arunachal Pradesh,Tawang,Inter-state,Construction Material,Medium Goods Vehicle,2026-11-18T14:15:00Z
T02406,N0047,Meghalaya,Eastern West Khasi Hills,N0061,Mizoram,Saitual,Inter-state,Essential Goods,Truck,2026-06-14T11:00:00Z
T02407,N0030,Assam,Dibrugarh,N0066,Mizoram,Aizawl,Inter-state,Essential Goods,Medium Goods Vehicle,2026-12-01T21:00:00Z
T02408,N0090,Nagaland,Chumoukedima,N0115,Tripura,West Tripura,Inter-state,Construction Material,Truck,2026-03-11T01:45:00Z
T02409,N0108,Tripura,Unakoti,N0059,Meghalaya,West Khasi Hills,Inter-state,Medicine,Heavy Truck,2026-08-15T13:15:00Z
T02410,N0118,Tripura,Dhalai,N0086,Nagaland,Wokha,Inter-state,Medicine,Truck,2026-11-23T20:00:00Z
T02411,N0036,Manipur,Ukhrul,N0067,Mizoram,Hnahthial,Inter-state,Medicine,Medium Goods Vehicle,2026-11-18T18:15:00Z
T02412,N0020,Assam,Dhubri,N0056,Meghalaya,East Garo Hills,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-07-06T20:30:00Z
T02413,N0104,Sikkim,Mangan,N0033,Manipur,Jiribam,Inter-state,Food Supplies,Medium Goods Vehicle,2026-08-17T05:15:00Z
T02414,N0051,Meghalaya,East Garo Hills,N0046,Meghalaya,South Garo Hills,Within-state,Agricultural Produce,Heavy Truck,2026-10-23T13:45:00Z
T02415,N0020,Assam,Dhubri,N0075,Mizoram,Serchhip,Inter-state,Medicine,Medium Goods Vehicle,2026-10-10T01:00:00Z
T02416,N0038,Manipur,Ukhrul,N0035,Manipur,Ukhrul,Within-state,Construction Material,Medium Goods Vehicle,2026-09-17T00:30:00Z
T02417,N0071,Mizoram,Champhai,N0029,Assam,Barpeta,Inter-state,Medicine,Truck,2026-11-18T01:30:00Z
T02418,N0031,Manipur,Noney,N0107,Tripura,West Tripura,Inter-state,Medicine,Medium Goods Vehicle,2026-08-28T18:30:00Z
T02419,N0024,Assam,Nagaon,N0098,Sikkim,Namchi,Inter-state,Agricultural Produce,Heavy Truck,2026-10-24T07:30:00Z
T02420,N0027,Assam,Tinsukia,N0028,Assam,Lakhimpur,Within-state,Essential Goods,Medium Goods Vehicle,2026-02-02T22:15:00Z
T02421,N0042,Manipur,Jiribam,N0070,Mizoram,Hnahthial,Inter-state,Agricultural Produce,Heavy Truck,2026-01-21T04:30:00Z
T02422,N0078,Nagaland,Niuland,N0042,Manipur,Jiribam,Inter-state,Medicine,Truck,2026-08-26T18:30:00Z
T02423,N0109,Tripura,South Tripura,N0006,Arunachal Pradesh,East Kameng,Inter-state,Food Supplies,Truck,2026-11-24T22:30:00Z
T02424,N0072,Mizoram,Mamit,N0006,Arunachal Pradesh,East Kameng,Inter-state,Food Supplies,Medium Goods Vehicle,2026-10-03T05:30:00Z
T02425,N0034,Manipur,Ukhrul,N0048,Meghalaya,West Garo Hills,Inter-state,Medicine,Medium Goods Vehicle,2026-10-16T07:30:00Z
T02426,N0035,Manipur,Ukhrul,N0075,Mizoram,Serchhip,Inter-state,Food Supplies,Truck,2026-08-09T02:00:00Z
T02427,N0071,Mizoram,Champhai,N0053,Meghalaya,South West Khasi Hills,Inter-state,Food Supplies,Truck,2026-04-01T15:45:00Z
T02428,N0054,Meghalaya,Ri-Bhoi,N0118,Tripura,Dhalai,Inter-state,Agricultural Produce,Truck,2026-07-21T12:15:00Z
T02429,N0008,Arunachal Pradesh,Tawang,N0055,Meghalaya,West Jaintia Hills,Inter-state,Food Supplies,Medium Goods Vehicle,2026-04-11T13:30:00Z
T02430,N0091,Sikkim,Gangtok,N0002,Arunachal Pradesh,Lower Subansiri,Inter-state,Construction Material,Heavy Truck,2026-12-06T04:30:00Z
T02431,N0085,Nagaland,Phek,N0055,Meghalaya,West Jaintia Hills,Inter-state,Medicine,Truck,2026-12-17T21:00:00Z
T02432,N0107,Tripura,West Tripura,N0117,Tripura,Dhalai,Within-state,Medicine,Heavy Truck,2026-08-12T16:15:00Z
T02433,N0040,Manipur,Noney,N0031,Manipur,Noney,Within-state,Agricultural Produce,Truck,2026-12-26T14:00:00Z
T02434,N0079,Nagaland,Peren,N0005,Arunachal Pradesh,Upper Subansiri,Inter-state,Essential Goods,Medium Goods Vehicle,2026-12-24T03:15:00Z
T02435,N0104,Sikkim,Mangan,N0100,Sikkim,Gyalshing,Within-state,Agricultural Produce,Medium Goods Vehicle,2026-09-12T13:00:00Z
T02436,N0044,Manipur,Ukhrul,N0118,Tripura,Dhalai,Inter-state,Essential Goods,Medium Goods Vehicle,2026-03-22T01:30:00Z
T02437,N0077,Nagaland,Zunheboto,N0088,Nagaland,Longleng,Within-state,Construction Material,Heavy Truck,2026-01-21T08:45:00Z
T02438,N0120,Tripura,Sepahijala,N0022,Assam,Barpeta,Inter-state,Agricultural Produce,Heavy Truck,2026-10-04T13:00:00Z
T02439,N0115,Tripura,West Tripura,N0078,Nagaland,Niuland,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-05-07T08:45:00Z
T02440,N0021,Assam,Golaghat,N0059,Meghalaya,West Khasi Hills,Inter-state,Essential Goods,Truck,2026-10-28T17:30:00Z
T02441,N0115,Tripura,West Tripura,N0011,Arunachal Pradesh,Namsai,Inter-state,Construction Material,Heavy Truck,2026-08-14T23:15:00Z
T02442,N0047,Meghalaya,Eastern West Khasi Hills,N0060,Meghalaya,East Garo Hills,Within-state,Medicine,Medium Goods Vehicle,2026-10-09T22:15:00Z
T02443,N0108,Tripura,Unakoti,N0009,Arunachal Pradesh,Namsai,Inter-state,Construction Material,Medium Goods Vehicle,2026-09-11T00:45:00Z
T02444,N0035,Manipur,Ukhrul,N0010,Arunachal Pradesh,East Kameng,Inter-state,Agricultural Produce,Truck,2026-07-08T14:00:00Z
T02445,N0094,Sikkim,Gangtok,N0024,Assam,Nagaon,Inter-state,Agricultural Produce,Heavy Truck,2026-02-14T16:45:00Z
T02446,N0030,Assam,Dibrugarh,N0092,Sikkim,Namchi,Inter-state,Medicine,Medium Goods Vehicle,2026-10-14T14:15:00Z
T02447,N0080,Nagaland,Longleng,N0081,Nagaland,Chumoukedima,Within-state,Construction Material,Medium Goods Vehicle,2026-12-26T14:45:00Z
T02448,N0072,Mizoram,Mamit,N0086,Nagaland,Wokha,Inter-state,Essential Goods,Truck,2026-02-16T12:30:00Z
T02449,N0056,Meghalaya,East Garo Hills,N0101,Sikkim,Namchi,Inter-state,Construction Material,Truck,2026-07-13T10:45:00Z
T02450,N0083,Nagaland,Dimapur,N0070,Mizoram,Hnahthial,Inter-state,Construction Material,Heavy Truck,2026-01-04T15:00:00Z
T02451,N0097,Sikkim,Mangan,N0051,Meghalaya,East Garo Hills,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-01-25T16:00:00Z
T02452,N0070,Mizoram,Hnahthial,N0113,Tripura,Unakoti,Inter-state,Medicine,Medium Goods Vehicle,2026-07-09T15:15:00Z
T02453,N0108,Tripura,Unakoti,N0076,Nagaland,Kohima,Inter-state,Essential Goods,Medium Goods Vehicle,2026-08-04T19:15:00Z
T02454,N0078,Nagaland,Niuland,N0069,Mizoram,Mamit,Inter-state,Construction Material,Medium Goods Vehicle,2026-07-26T22:30:00Z
T02455,N0113,Tripura,Unakoti,N0118,Tripura,Dhalai,Within-state,Medicine,Heavy Truck,2026-12-14T22:00:00Z
T02456,N0061,Mizoram,Saitual,N0005,Arunachal Pradesh,Upper Subansiri,Inter-state,Construction Material,Medium Goods Vehicle,2026-02-18T13:15:00Z
T02457,N0076,Nagaland,Kohima,N0001,Arunachal Pradesh,Tawang,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-06-15T18:00:00Z
T02458,N0005,Arunachal Pradesh,Upper Subansiri,N0080,Nagaland,Longleng,Inter-state,Medicine,Medium Goods Vehicle,2026-02-18T15:45:00Z
T02459,N0032,Manipur,Ukhrul,N0069,Mizoram,Mamit,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-08-05T16:00:00Z
T02460,N0032,Manipur,Ukhrul,N0051,Meghalaya,East Garo Hills,Inter-state,Medicine,Heavy Truck,2026-12-21T13:00:00Z
T02461,N0072,Mizoram,Mamit,N0013,Arunachal Pradesh,Upper Subansiri,Inter-state,Food Supplies,Truck,2026-03-20T04:45:00Z
T02462,N0039,Manipur,Thoubal,N0019,Assam,Dhemaji,Inter-state,Food Supplies,Heavy Truck,2026-11-16T12:15:00Z
T02463,N0089,Nagaland,Longleng,N0107,Tripura,West Tripura,Inter-state,Agricultural Produce,Truck,2026-04-04T04:00:00Z
T02464,N0106,Tripura,West Tripura,N0044,Manipur,Ukhrul,Inter-state,Agricultural Produce,Heavy Truck,2026-08-18T17:00:00Z
T02465,N0095,Sikkim,Gyalshing,N0102,Sikkim,Gyalshing,Within-state,Construction Material,Heavy Truck,2026-10-10T02:15:00Z
T02466,N0105,Sikkim,Mangan,N0075,Mizoram,Serchhip,Inter-state,Medicine,Heavy Truck,2026-06-09T07:45:00Z
T02467,N0074,Mizoram,Lunglei,N0045,Manipur,Senapati,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-04-09T01:30:00Z
T02468,N0055,Meghalaya,West Jaintia Hills,N0119,Tripura,West Tripura,Inter-state,Food Supplies,Medium Goods Vehicle,2026-06-16T04:45:00Z
T02469,N0046,Meghalaya,South Garo Hills,N0018,Assam,Darrang,Inter-state,Essential Goods,Truck,2026-07-28T16:30:00Z
T02470,N0080,Nagaland,Longleng,N0106,Tripura,West Tripura,Inter-state,Food Supplies,Heavy Truck,2026-11-23T17:45:00Z
T02471,N0044,Manipur,Ukhrul,N0119,Tripura,West Tripura,Inter-state,Food Supplies,Heavy Truck,2026-05-02T15:30:00Z
T02472,N0011,Arunachal Pradesh,Namsai,N0090,Nagaland,Chumoukedima,Inter-state,Medicine,Medium Goods Vehicle,2026-08-14T18:45:00Z
T02473,N0005,Arunachal Pradesh,Upper Subansiri,N0029,Assam,Barpeta,Inter-state,Construction Material,Truck,2026-11-15T10:30:00Z
T02474,N0053,Meghalaya,South West Khasi Hills,N0049,Meghalaya,North Garo Hills,Within-state,Agricultural Produce,Medium Goods Vehicle,2026-11-27T20:15:00Z
T02475,N0027,Assam,Tinsukia,N0003,Arunachal Pradesh,Tawang,Inter-state,Construction Material,Medium Goods Vehicle,2026-08-25T01:15:00Z
T02476,N0052,Meghalaya,East Garo Hills,N0106,Tripura,West Tripura,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-04-24T22:30:00Z
T02477,N0060,Meghalaya,East Garo Hills,N0098,Sikkim,Namchi,Inter-state,Medicine,Medium Goods Vehicle,2026-02-11T02:00:00Z
T02478,N0050,Meghalaya,East Khasi Hills,N0020,Assam,Dhubri,Inter-state,Food Supplies,Heavy Truck,2026-03-24T10:45:00Z
T02479,N0040,Manipur,Noney,N0082,Nagaland,Mon,Inter-state,Essential Goods,Heavy Truck,2026-07-12T10:15:00Z
T02480,N0034,Manipur,Ukhrul,N0092,Sikkim,Namchi,Inter-state,Essential Goods,Truck,2026-10-23T06:15:00Z
T02481,N0045,Manipur,Senapati,N0010,Arunachal Pradesh,East Kameng,Inter-state,Construction Material,Truck,2026-03-14T00:15:00Z
T02482,N0035,Manipur,Ukhrul,N0036,Manipur,Ukhrul,Within-state,Agricultural Produce,Medium Goods Vehicle,2026-11-08T01:00:00Z
T02483,N0072,Mizoram,Mamit,N0075,Mizoram,Serchhip,Within-state,Construction Material,Truck,2026-05-08T03:00:00Z
T02484,N0020,Assam,Dhubri,N0017,Assam,Dhubri,Within-state,Food Supplies,Medium Goods Vehicle,2026-10-11T10:30:00Z
T02485,N0062,Mizoram,Hnahthial,N0081,Nagaland,Chumoukedima,Inter-state,Construction Material,Medium Goods Vehicle,2026-05-13T05:30:00Z
T02486,N0114,Tripura,Sepahijala,N0022,Assam,Barpeta,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-07-05T13:30:00Z
T02487,N0077,Nagaland,Zunheboto,N0003,Arunachal Pradesh,Tawang,Inter-state,Medicine,Heavy Truck,2026-09-19T14:30:00Z
T02488,N0006,Arunachal Pradesh,East Kameng,N0004,Arunachal Pradesh,Upper Subansiri,Within-state,Medicine,Medium Goods Vehicle,2026-05-20T03:45:00Z
T02489,N0073,Mizoram,Champhai,N0006,Arunachal Pradesh,East Kameng,Inter-state,Medicine,Truck,2026-08-13T17:00:00Z
T02490,N0012,Arunachal Pradesh,West Siang,N0061,Mizoram,Saitual,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-10-26T22:30:00Z
T02491,N0048,Meghalaya,West Garo Hills,N0090,Nagaland,Chumoukedima,Inter-state,Medicine,Truck,2026-08-09T02:00:00Z
T02492,N0023,Assam,Kamrup Metropolitan,N0035,Manipur,Ukhrul,Inter-state,Food Supplies,Truck,2026-04-04T17:45:00Z
T02493,N0042,Manipur,Jiribam,N0029,Assam,Barpeta,Inter-state,Food Supplies,Heavy Truck,2026-03-06T11:45:00Z
T02494,N0012,Arunachal Pradesh,West Siang,N0077,Nagaland,Zunheboto,Inter-state,Food Supplies,Medium Goods Vehicle,2026-07-15T08:15:00Z
T02495,N0075,Mizoram,Serchhip,N0034,Manipur,Ukhrul,Inter-state,Medicine,Truck,2026-07-04T00:00:00Z
T02496,N0002,Arunachal Pradesh,Lower Subansiri,N0085,Nagaland,Phek,Inter-state,Medicine,Medium Goods Vehicle,2026-02-08T19:15:00Z
T02497,N0087,Nagaland,Kohima,N0089,Nagaland,Longleng,Within-state,Construction Material,Medium Goods Vehicle,2026-07-20T07:30:00Z
T02498,N0118,Tripura,Dhalai,N0111,Tripura,Dhalai,Within-state,Medicine,Heavy Truck,2026-12-04T04:45:00Z
T02499,N0118,Tripura,Dhalai,N0101,Sikkim,Namchi,Inter-state,Food Supplies,Truck,2026-07-11T02:30:00Z
T02500,N0076,Nagaland,Kohima,N0090,Nagaland,Chumoukedima,Within-state,Agricultural Produce,Medium Goods Vehicle,2026-07-18T03:45:00Z
T02501,N0005,Arunachal Pradesh,Upper Subansiri,N0048,Meghalaya,West Garo Hills,Inter-state,Construction Material,Truck,2026-11-06T00:00:00Z
T02502,N0073,Mizoram,Champhai,N0113,Tripura,Unakoti,Inter-state,Agricultural Produce,Truck,2026-03-10T15:00:00Z
T02503,N0058,Meghalaya,East Khasi Hills,N0080,Nagaland,Longleng,Inter-state,Essential Goods,Medium Goods Vehicle,2026-10-11T14:00:00Z
T02504,N0017,Assam,Dhubri,N0004,Arunachal Pradesh,Upper Subansiri,Inter-state,Food Supplies,Truck,2026-05-06T14:00:00Z
T02505,N0081,Nagaland,Chumoukedima,N0070,Mizoram,Hnahthial,Inter-state,Essential Goods,Truck,2026-05-02T08:15:00Z
T02506,N0068,Mizoram,Aizawl,N0065,Mizoram,Saitual,Within-state,Medicine,Truck,2026-05-21T23:15:00Z
T02507,N0056,Meghalaya,East Garo Hills,N0047,Meghalaya,Eastern West Khasi Hills,Within-state,Agricultural Produce,Truck,2026-07-17T00:30:00Z
T02508,N0046,Meghalaya,South Garo Hills,N0091,Sikkim,Gangtok,Inter-state,Food Supplies,Truck,2026-10-22T09:30:00Z
T02509,N0062,Mizoram,Hnahthial,N0090,Nagaland,Chumoukedima,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-11-25T03:30:00Z
T02510,N0112,Tripura,Unakoti,N0014,Arunachal Pradesh,Longding,Inter-state,Construction Material,Medium Goods Vehicle,2026-01-21T07:00:00Z
T02511,N0111,Tripura,Dhalai,N0020,Assam,Dhubri,Inter-state,Essential Goods,Medium Goods Vehicle,2026-12-09T08:30:00Z
T02512,N0085,Nagaland,Phek,N0041,Manipur,Imphal East,Inter-state,Agricultural Produce,Medium Goods Vehicle,2026-01-09T02:45:00Z
